ID ligne,ID commande,Date de commande,Date d'expédition,Statut commande,ID client,Nom du client,Segment,Ville,Région,Pays,Zone géographique,ID produit,Catégorie,Sous-catégorie,Nom du produit,Montant des ventes,Quantité,Remise,Profit
775,FR-20240112-7393,2024-01-12,2024-01-17,Silver,Sn-17111,Anne Roussel,Petite et moyenne entreprise,FerreiraVille,Champagne-Ardenne,France,Centre,MOB-ME-74415327,Mobilier,Meubles,Peur or,995.74,8,0.1,-360.36
776,FR-20250510-7327,2025-05-10,2025-05-13,Normal,SI-19143,Aurélie Carlier,Grand public,Saint Monique,Bourgogne,France,Nord,FOU-ME-54912872,Fournitures de bureau,Meubles,Cercle envie,841.71,8,0.4,-50.85
777,FR-20250214-4830,2025-02-14,2025-02-21,Normal,gB-13018,Alix Jourdan,Entreprise,Sainte Anouk,Centre,France,Nord,FOU-PA-66273319,Fournitures de bureau,Papier,Ceci tel,525.19,4,0.4,32.08
778,FR-20250907-1435,2025-09-07,2025-09-10,Silver,EH-18934,Sébastien de la Simon,Entreprise,TeixeiraVille,Limousin,France,Nord,FOU-ST-97250224,Fournitures de bureau,Stockage,Paysan hors,745.93,5,0.4,-60.67
779,FR-20240107-6883,2024-01-07,2024-01-11,Normal,Gp-11761,Martin-Arthur Teixeira,Petite et moyenne entreprise,Bailly-sur-Loiseau,Haute-Normandie,France,Nord,MOB-PA-40136094,Mobilier,Papier,Asseoir doux,584.3,6,0.1,246.32
780,FR-20250605-2711,2025-06-05,2025-06-10,Normal,Pp-16357,Stéphane Traore,Grand public,Le Goff,Centre,France,Nord,MOB-BI-35444368,Mobilier,Bibliothèques,Où arrière,347.96,3,0.0,86.03
781,FR-20250312-9638,2025-03-12,2025-03-19,Premium,QZ-18897,Bernadette Rousset-Diaz,Petite et moyenne entreprise,Lemaître-les-Bains,Réunion,France,Centre,FOU-ME-56812153,Fournitures de bureau,Meubles,Mariage milieu,320.22,8,0.0,-147.12
782,FR-20250523-7630,2025-05-23,2025-05-29,Premium,RI-16446,Emmanuelle Poirier-Étienne,Entreprise,Lefebvre-sur-Valette,Wallis-et-Futuna,France,Nord,MOB-PA-48290918,Mobilier,Papier,Pourtant ah,992.8,9,0.4,-45.95
783,FR-20250909-8872,2025-09-09,2025-09-15,Silver,bi-16719,Louis Lefèvre,Entreprise,Sainte Julien,Aquitaine,France,Centre,MOB-ST-65532236,Mobilier,Stockage,Bureau combien,420.19,3,0.1,158.5
784,FR-20250506-9329,2025-05-06,2025-05-13,Normal,yS-14017,Laetitia Delaunay,Petite et moyenne entreprise,Letellier,Nord-Pas-de-Calais,France,Nord,FOU-AR-41405041,Fournitures de bureau,Art,Jeu moindre,403.14,3,0.0,195.38
785,FR-20241216-1487,2024-12-16,2024-12-20,Normal,Ge-11891,Richard Raymond,Entreprise,Rousset-sur-Mer,Lorraine,France,Centre,MOB-PA-57872434,Mobilier,Papier,Droite vingt,411.27,8,0.0,-61.16
786,FR-20251027-5397,2025-10-27,2025-10-29,Normal,IV-12863,Astrid Guillot du Raymond,Grand public,DuboisVille,Bretagne,France,Nord,FOU-PA-40575751,Fournitures de bureau,Papier,Discuter sable,621.73,7,0.4,79.88
787,FR-20250801-9038,2025-08-01,2025-08-04,Normal,cu-12356,Timothée Boyer,Petite et moyenne entreprise,De OliveiraBourg,Nord-Pas-de-Calais,France,Centre,MOB-PA-24217152,Mobilier,Papier,Gens rencontrer,164.23,7,0.1,-2.11
788,FR-20240227-5160,2024-02-27,2024-03-04,Premium,RT-18041,Danielle Grondin,Entreprise,Bouvier-sur-Charrier,Guadeloupe,France,Nord,FOU-ST-46882867,Fournitures de bureau,Stockage,Occasion remplir,138.81,1,0.4,-37.94
789,FR-20240814-5110,2024-08-14,2024-08-18,Silver,mx-16695,Joséphine Lefèvre,Entreprise,Saint CélinaVille,Centre,France,Nord,MOB-ST-16259154,Mobilier,Stockage,Pont enfance,752.39,9,0.0,-45.11
790,FR-20240903-7858,2024-09-03,2024-09-09,Normal,Ei-19984,Vincent Le Merle,Entreprise,Faure-sur-Blondel,Midi-Pyrénées,France,Nord,FOU-PA-25713250,Fournitures de bureau,Papier,Prochain siège,960.9,10,0.1,91.63
791,FR-20250512-4123,2025-05-12,2025-05-18,Premium,ws-19546,Étienne Leblanc-Blanchard,Petite et moyenne entreprise,Lecomte,Haute-Normandie,France,Centre,MOB-AR-19843886,Mobilier,Art,Chat vingt,342.85,6,0.4,98.89
792,FR-20250216-1026,2025-02-16,2025-02-20,Normal,oN-13496,Valentine-Nathalie Boyer,Grand public,Hebert,Picardie,France,Nord,FOU-ME-27814186,Fournitures de bureau,Meubles,Chasser le,58.7,5,0.1,-5.29
793,FR-20250715-1675,2025-07-15,2025-07-19,Silver,hd-17048,Constance Faure,Entreprise,BernardVille,Nouvelle-Calédonie,France,Nord,FOU-PA-84622535,Fournitures de bureau,Papier,Mauvais arrière,933.29,6,0.0,-147.75
794,FR-20231218-2505,2023-12-18,2023-12-20,Premium,jV-14708,Adrienne Laporte,Grand public,Cousin,Alsace,France,Nord,FOU-BI-89416360,Fournitures de bureau,Bibliothèques,Hors lors,137.38,1,0.4,13.86
795,FR-20250710-2949,2025-07-10,2025-07-15,Premium,kJ-18507,Victoire Allard,Grand public,Guillaume-sur-Mer,Haute-Normandie,France,Centre,MOB-ST-29154366,Mobilier,Stockage,Vue arriver,339.07,8,0.4,-8.16
796,FR-20241123-9810,2024-11-23,2024-11-28,Premium,Ko-14053,Diane-Manon Thibault,Entreprise,Marty,Mayotte,France,Centre,FOU-BI-82916822,Fournitures de bureau,Bibliothèques,Rose jeter,740.49,2,0.1,276.8
797,FR-20250927-7009,2025-09-27,2025-10-02,Silver,JF-19827,Cécile Charpentier,Petite et moyenne entreprise,Benoit,Nouvelle-Calédonie,France,Centre,MOB-BI-62479002,Mobilier,Bibliothèques,Interroger nez,706.9,1,0.0,-58.41
798,FR-20250909-2319,2025-09-09,2025-09-12,Premium,WG-11707,Margaux Labbé,Entreprise,Saint Nathalienec,Poitou-Charentes,France,Centre,FOU-ST-91348811,Fournitures de bureau,Stockage,Malade tout,909.93,9,0.4,-57.04
799,FR-20250523-7814,2025-05-23,2025-05-28,Normal,Cw-16189,Monique Bruneau,Petite et moyenne entreprise,Huet-les-Bains,Province-Alpes-Côte d'Azur,France,Nord,MOB-AR-55895972,Mobilier,Art,Présent sien,107.83,6,0.1,32.2
800,FR-20250315-1292,2025-03-15,2025-03-18,Premium,Lf-17778,Margot Leclercq,Entreprise,Sainte Denis,Champagne-Ardenne,France,Centre,FOU-PA-45158837,Fournitures de bureau,Papier,Douceur souhaiter,262.22,10,0.4,-37.32
801,FR-20240514-7991,2024-05-14,2024-05-20,Premium,rm-16586,Robert du Delattre,Petite et moyenne entreprise,Mace-la-Forêt,Midi-Pyrénées,France,Nord,FOU-BI-20505685,Fournitures de bureau,Bibliothèques,Plan occasion,630.96,9,0.1,-277.01
802,FR-20250121-2712,2025-01-21,2025-01-23,Normal,jS-10235,Alfred Becker,Entreprise,Coulon,Polynésie française,France,Nord,MOB-ST-37276739,Mobilier,Stockage,Froid sorte,982.18,3,0.1,72.22
803,FR-20251003-7449,2025-10-03,2025-10-08,Silver,kF-15263,Eugène Vaillant,Entreprise,Saint Valentine,Mayotte,France,Centre,FOU-ST-84498026,Fournitures de bureau,Stockage,Agiter siècle,44.09,5,0.1,-11.24
804,FR-20250429-5446,2025-04-29,2025-05-02,Normal,mm-16929,Margot Joseph,Entreprise,Lambert,Pays-de-Loire,France,Nord,MOB-ST-99093299,Mobilier,Stockage,Demander soudain,590.3,3,0.1,108.77
805,FR-20231201-1877,2023-12-01,2023-12-07,Silver,ox-10718,Louis Morel,Grand public,Roche-les-Bains,Nouvelle-Calédonie,France,Centre,FOU-ST-76519462,Fournitures de bureau,Stockage,Membre santé,603.32,1,0.4,1.76
806,FR-20240326-7241,2024-03-26,2024-04-01,Silver,Fw-19831,Denise Nguyen,Grand public,Laurent,Franche-Comté,France,Nord,MOB-ST-88089577,Mobilier,Stockage,Transformer poursuivre,751.77,5,0.4,168.72
807,FR-20251022-2433,2025-10-22,2025-10-29,Premium,Xm-11395,Laurent Hoareau-Marchand,Entreprise,Saint Aimée,Picardie,France,Centre,FOU-AR-17615323,Fournitures de bureau,Art,Représenter français,351.07,9,0.0,9.2
808,FR-20240907-1428,2024-09-07,2024-09-09,Silver,Bp-17139,Clémence Fernandes,Entreprise,Germain-sur-Carpentier,Aquitaine,France,Centre,MOB-ST-92902729,Mobilier,Stockage,Environ étudier,246.76,5,0.1,-102.44
809,FR-20240112-9646,2024-01-12,2024-01-19,Normal,TI-18976,Jean-Roland Brunet,Grand public,Regnier,Nouvelle-Calédonie,France,Centre,FOU-AR-28253931,Fournitures de bureau,Art,Y tenter,530.29,2,0.1,-185.13
810,FR-20250204-8015,2025-02-04,2025-02-11,Normal,FA-10588,François Guyon,Petite et moyenne entreprise,Joly,Île-de-France,France,Centre,MOB-ST-71839002,Mobilier,Stockage,Dieu clef,339.75,5,0.4,25.94
811,FR-20240803-8870,2024-08-03,2024-08-07,Silver,Up-14181,Jeannine Marie,Petite et moyenne entreprise,Sainte Laurenec,Aquitaine,France,Centre,MOB-BI-15105419,Mobilier,Bibliothèques,Année importer,644.23,6,0.0,-140.55
812,FR-20231223-3255,2023-12-23,2023-12-30,Silver,Py-13046,Henri Traore,Entreprise,Saint Marcelle,Midi-Pyrénées,France,Centre,MOB-ME-22984047,Mobilier,Meubles,Fidèle toujours,845.58,8,0.4,200.83
813,FR-20231203-6757,2023-12-03,2023-12-07,Silver,xK-17030,Aurélie Georges,Grand public,Aubrydan,Bourgogne,France,Nord,MOB-ST-78557308,Mobilier,Stockage,Tuer entretenir,881.75,1,0.0,-19.3
814,FR-20251009-9598,2025-10-09,2025-10-13,Silver,Oi-18745,Claude Coste,Petite et moyenne entreprise,Sainte Valérie,Champagne-Ardenne,France,Nord,MOB-BI-43578141,Mobilier,Bibliothèques,Idée achever,996.32,6,0.1,93.8
815,FR-20250616-4463,2025-06-16,2025-06-22,Normal,aW-12687,Matthieu Pascal,Entreprise,Saint Alexandrie,Guadeloupe,France,Centre,MOB-PA-38132791,Mobilier,Papier,Sentier état,331.26,7,0.0,-10.31
816,FR-20251109-4074,2025-11-09,2025-11-12,Silver,Uw-13707,Laurent Couturier,Petite et moyenne entreprise,Barre-sur-Mer,Basse-Normandie,France,Nord,MOB-BI-98618932,Mobilier,Bibliothèques,Apporter étranger,394.9,9,0.0,105.21
817,FR-20251107-8074,2025-11-07,2025-11-13,Silver,nF-17479,Élise Becker-Munoz,Petite et moyenne entreprise,Coste-sur-Buisson,Bretagne,France,Centre,MOB-ST-89554041,Mobilier,Stockage,Meilleur devoir,720.33,7,0.4,159.56
818,FR-20240310-8883,2024-03-10,2024-03-13,Premium,NO-10014,Thérèse-Andrée Besson,Entreprise,Valette-sur-Roche,Saint-Barthélémy,France,Centre,FOU-ME-57732879,Fournitures de bureau,Meubles,Trace annoncer,47.8,7,0.4,6.52
819,FR-20240225-8112,2024-02-25,2024-02-29,Silver,BY-18730,Sylvie Boutin,Grand public,Moreau,Réunion,France,Nord,FOU-ST-40688371,Fournitures de bureau,Stockage,Compter militaire,474.24,4,0.0,31.79
820,FR-20250326-2182,2025-03-26,2025-04-02,Silver,Mg-11749,Alice Charpentier,Grand public,Mercier,Alsace,France,Nord,FOU-BI-15541938,Fournitures de bureau,Bibliothèques,Mensonge son,825.9,10,0.0,-389.62
821,FR-20240515-9346,2024-05-15,2024-05-17,Silver,rh-17860,Étienne de Peron,Grand public,Michaud-les-Bains,Nouvelle-Calédonie,France,Centre,MOB-AR-52571079,Mobilier,Art,Arracher intention,373.35,2,0.4,-102.35
822,FR-20240611-7372,2024-06-11,2024-06-18,Premium,pC-17722,Marthe Pichon,Petite et moyenne entreprise,Gomez,Picardie,France,Nord,MOB-BI-19978122,Mobilier,Bibliothèques,État flot,658.87,1,0.0,-222.03
823,FR-20250427-6304,2025-04-27,2025-04-30,Normal,QR-14871,Noël Grenier,Petite et moyenne entreprise,Reynaud-sur-Seguin,Auvergne,France,Centre,FOU-PA-44870198,Fournitures de bureau,Papier,Classe presser,308.43,5,0.1,-79.81
824,FR-20240921-5761,2024-09-21,2024-09-27,Silver,io-13431,Céline Becker,Entreprise,Guyot-sur-Gillet,Mayotte,France,Nord,MOB-ME-41506550,Mobilier,Meubles,Papier travail,599.17,6,0.0,-24.85
825,FR-20240509-6828,2024-05-09,2024-05-16,Premium,WP-15605,Bertrand Charles,Petite et moyenne entreprise,Sainte Alix,Aquitaine,France,Nord,MOB-BI-10731771,Mobilier,Bibliothèques,Vouloir peine,427.34,6,0.1,-44.79
826,FR-20250505-5058,2025-05-05,2025-05-08,Normal,Cl-11551,Bernard Dupuis,Grand public,Lefèvreboeuf,Basse-Normandie,France,Nord,MOB-BI-70265592,Mobilier,Bibliothèques,Ton fusil,419.67,1,0.0,180.88
827,FR-20240804-6811,2024-08-04,2024-08-08,Silver,mA-10404,Marc Meunier,Entreprise,Lévêqueboeuf,Corse,France,Centre,FOU-BI-87351568,Fournitures de bureau,Bibliothèques,Expression repas,997.32,9,0.4,-192.28
828,FR-20241211-1976,2024-12-11,2024-12-16,Silver,QV-15892,Éléonore Merle de Julien,Entreprise,Marion-sur-Hervé,Pays-de-Loire,France,Centre,FOU-ME-49788483,Fournitures de bureau,Meubles,Rayon espérer,129.42,7,0.4,23.44
829,FR-20231129-3269,2023-11-29,2023-12-01,Premium,My-10182,Juliette de Jacob,Grand public,Chauveau-les-Bains,Lorraine,France,Centre,MOB-PA-32151357,Mobilier,Papier,Abattre couler,104.72,3,0.4,3.21
830,FR-20250909-3605,2025-09-09,2025-09-11,Normal,tK-15491,Laurent Barthelemy de la Hamel,Entreprise,Lévêquedan,Languedoc-Roussillon,France,Centre,FOU-BI-98720913,Fournitures de bureau,Bibliothèques,Apporter âge,702.0,1,0.1,45.7
831,FR-20250405-4106,2025-04-05,2025-04-12,Silver,gT-19178,Lucas Lefèvre-Charrier,Petite et moyenne entreprise,Perez,Saint-Barthélémy,France,Centre,MOB-ME-83412904,Mobilier,Meubles,Arbre goutte,320.39,9,0.1,103.98
832,FR-20240314-4184,2024-03-14,2024-03-20,Premium,Et-13060,Yves Gillet,Grand public,Girard,Champagne-Ardenne,France,Centre,FOU-ST-56467491,Fournitures de bureau,Stockage,Résoudre appartement,467.66,4,0.1,144.61
833,FR-20241103-4440,2024-11-03,2024-11-09,Normal,gG-10283,Margot Dumas,Grand public,Boucher,Haute-Normandie,France,Centre,FOU-BI-56139178,Fournitures de bureau,Bibliothèques,Roman effort,45.48,10,0.1,-14.4
834,FR-20240505-7243,2024-05-05,2024-05-12,Premium,sq-11876,Gilbert Garcia-Poirier,Petite et moyenne entreprise,Guillaume,Polynésie française,France,Centre,MOB-ST-49593192,Mobilier,Stockage,Entretenir militaire,228.53,2,0.1,100.27
835,FR-20251006-5599,2025-10-06,2025-10-11,Premium,yc-13390,Marianne Lemonnier-Berthelot,Grand public,Gomes,Poitou-Charentes,France,Centre,FOU-AR-92685629,Fournitures de bureau,Art,Emporter chanter,889.28,10,0.0,67.33
836,FR-20240919-6375,2024-09-19,2024-09-21,Silver,UL-10127,Arthur Colas,Entreprise,Saint GabrielleBourg,Province-Alpes-Côte d'Azur,France,Nord,MOB-BI-68261287,Mobilier,Bibliothèques,Sien briser,499.51,3,0.4,-85.85
837,FR-20241225-8162,2024-12-25,2024-12-29,Premium,QS-11783,Paulette Baron,Grand public,Raymond-sur-Fernandez,Languedoc-Roussillon,France,Nord,FOU-ME-77447657,Fournitures de bureau,Meubles,Terreur train,492.01,5,0.1,-152.01
838,FR-20240824-4049,2024-08-24,2024-08-29,Normal,cv-14993,Paul Gonzalez,Petite et moyenne entreprise,Guibert,Nouvelle-Calédonie,France,Nord,FOU-ST-94927928,Fournitures de bureau,Stockage,Bonheur décider,779.9,2,0.1,-181.53
839,FR-20241004-6944,2024-10-04,2024-10-07,Silver,yG-17729,Roger Girard,Grand public,Marty,Basse-Normandie,France,Nord,MOB-ST-38325141,Mobilier,Stockage,Ensemble chasser,210.19,4,0.0,49.98
840,FR-20241116-9202,2024-11-16,2024-11-22,Premium,If-13619,Nath du Da Costa,Grand public,Guillet,Limousin,France,Nord,FOU-PA-30627334,Fournitures de bureau,Papier,Etc bouche,839.53,3,0.4,201.85
841,FR-20250905-4662,2025-09-05,2025-09-11,Premium,Sd-10033,Henri Clément-Étienne,Grand public,GuichardBourg,Martinique,France,Nord,FOU-ST-25193298,Fournitures de bureau,Stockage,Brûler ami,76.79,8,0.1,-33.76
842,FR-20240720-5706,2024-07-20,2024-07-26,Normal,vq-13035,Sylvie Chauvet,Petite et moyenne entreprise,Potier,Polynésie française,France,Centre,FOU-PA-55535051,Fournitures de bureau,Papier,Courant fatigue,683.68,8,0.1,62.75
843,FR-20250823-8834,2025-08-23,2025-08-29,Normal,fN-12103,Henri Pires,Grand public,Morel,Mayotte,France,Nord,FOU-BI-89345867,Fournitures de bureau,Bibliothèques,Prêt lui,64.94,5,0.4,-3.73
844,FR-20250805-6931,2025-08-05,2025-08-11,Silver,Fr-19117,Claire Hoarau,Entreprise,Le Roux,Aquitaine,France,Centre,MOB-BI-48339316,Mobilier,Bibliothèques,Travailler présent,397.79,3,0.4,-9.74
845,FR-20250802-6252,2025-08-02,2025-08-05,Normal,Lr-16941,Éric Le Meyer,Grand public,Wagner-les-Bains,Île-de-France,France,Nord,FOU-PA-48562532,Fournitures de bureau,Papier,Demander président,829.55,6,0.1,-122.78
846,FR-20250722-6423,2025-07-22,2025-07-24,Premium,TO-12004,Amélie Ledoux Le Maury,Petite et moyenne entreprise,Sainte Lucydan,Guadeloupe,France,Centre,FOU-BI-49598805,Fournitures de bureau,Bibliothèques,Circonstance tant,747.18,6,0.0,183.11
847,FR-20250420-2751,2025-04-20,2025-04-26,Premium,YP-19782,Zacharie Laurent,Entreprise,Roger,Lorraine,France,Nord,MOB-BI-93246972,Mobilier,Bibliothèques,Pas courage,348.49,1,0.0,171.11
848,FR-20250408-2052,2025-04-08,2025-04-14,Normal,sj-16404,Yves Georges,Grand public,Lefort,Languedoc-Roussillon,France,Centre,FOU-ME-94699332,Fournitures de bureau,Meubles,Dur secret,682.19,10,0.4,-163.17
849,FR-20240912-4968,2024-09-12,2024-09-15,Normal,fC-18252,Rémy Morin-Boulay,Entreprise,Sainte Véroniquenec,Mayotte,France,Centre,MOB-PA-28882081,Mobilier,Papier,Professeur depuis,199.25,6,0.0,-46.1
850,FR-20250801-8271,2025-08-01,2025-08-05,Normal,Op-17430,Frédérique Hoarau,Grand public,BergerBourg,Pays-de-Loire,France,Centre,FOU-ST-29321251,Fournitures de bureau,Stockage,Couler chemise,32.44,8,0.1,-4.37
851,FR-20250331-4306,2025-03-31,2025-04-07,Normal,pX-19330,Gérard Rousset,Entreprise,Saint Christelle,Mayotte,France,Centre,MOB-BI-95007752,Mobilier,Bibliothèques,Poursuivre malgré,378.47,5,0.1,-142.04
852,FR-20241103-1769,2024-11-03,2024-11-05,Premium,BX-11276,Cécile-Joséphine Barbe,Entreprise,Vasseur,Saint-Barthélémy,France,Nord,MOB-ST-48849533,Mobilier,Stockage,Existence forcer,839.66,9,0.0,50.37
853,FR-20240910-1886,2024-09-10,2024-09-14,Premium,gt-18317,Noémi-Éléonore Durand,Entreprise,Mary,Wallis-et-Futuna,France,Nord,FOU-PA-80462117,Fournitures de bureau,Papier,Occasion possible,917.08,5,0.1,-350.95
854,FR-20240927-9148,2024-09-27,2024-10-02,Silver,Ky-16475,Hélène de Carre,Petite et moyenne entreprise,Dupuis,Guyane,France,Centre,FOU-BI-84097110,Fournitures de bureau,Bibliothèques,Nous porter,852.55,6,0.4,69.82
855,FR-20240713-8287,2024-07-13,2024-07-20,Silver,sB-19871,Adélaïde Legros,Entreprise,Giraudboeuf,Saint-Pierre-et-Miquelon,France,Centre,MOB-BI-50580493,Mobilier,Bibliothèques,Année signe,455.19,7,0.0,-165.62
856,FR-20231216-7175,2023-12-16,2023-12-21,Silver,WQ-16924,Hortense Guyon Le Henry,Petite et moyenne entreprise,Fernandez,Guyane,France,Nord,FOU-ST-35269765,Fournitures de bureau,Stockage,Tout classe,289.48,10,0.1,24.87
857,FR-20250403-3712,2025-04-03,2025-04-08,Silver,Qb-17354,Caroline Perrier,Grand public,Étiennenec,Guyane,France,Centre,MOB-AR-68797369,Mobilier,Art,Repas nuit,616.31,1,0.4,151.39
858,FR-20250617-9130,2025-06-17,2025-06-20,Normal,tf-10701,Roger-Étienne Menard,Petite et moyenne entreprise,Buisson,Champagne-Ardenne,France,Centre,FOU-PA-33988955,Fournitures de bureau,Papier,Existence but,604.28,4,0.0,183.69
859,FR-20240226-3586,2024-02-26,2024-03-02,Normal,lw-10999,Joseph Chauvin,Grand public,Sainte HenriVille,Poitou-Charentes,France,Centre,MOB-ST-93822249,Mobilier,Stockage,Remarquer terre,569.48,6,0.4,-27.18
860,FR-20240115-9908,2024-01-15,2024-01-19,Normal,ZQ-14517,Marc Noël,Entreprise,Berger,Wallis-et-Futuna,France,Centre,FOU-ME-99564564,Fournitures de bureau,Meubles,Monter essayer,203.89,3,0.0,26.65
861,FR-20241105-5592,2024-11-05,2024-11-10,Silver,vS-19349,Corinne Lejeune,Grand public,Sainte Eugène,Bretagne,France,Nord,FOU-AR-12345989,Fournitures de bureau,Art,Se aucun,720.5,6,0.4,-209.66
862,FR-20251111-9733,2025-11-11,2025-11-17,Premium,Ib-14683,Charlotte-Constance Dumont,Petite et moyenne entreprise,Alexandreboeuf,Pays-de-Loire,France,Centre,MOB-AR-59750172,Mobilier,Art,Digne respecter,480.13,7,0.1,-86.63
863,FR-20241128-4548,2024-11-28,2024-12-04,Normal,DI-17277,Margaud Étienne,Petite et moyenne entreprise,Cousin-la-Forêt,Languedoc-Roussillon,France,Centre,MOB-AR-25104013,Mobilier,Art,Haïr préparer,913.75,7,0.1,-367.78
864,FR-20240810-9307,2024-08-10,2024-08-12,Premium,xP-11288,Andrée Lebon,Grand public,RenaultBourg,Bourgogne,France,Nord,FOU-ST-43804640,Fournitures de bureau,Stockage,Fier arrêter,762.74,4,0.1,263.22
865,FR-20250722-8320,2025-07-22,2025-07-26,Premium,Ne-15626,Sylvie Regnier,Grand public,Blin,Guyane,France,Centre,MOB-AR-91211341,Mobilier,Art,Marquer camarade,343.38,3,0.0,-147.73
866,FR-20251003-4499,2025-10-03,2025-10-08,Premium,OU-13964,Clémence de la Peron,Grand public,Wagner,Midi-Pyrénées,France,Centre,FOU-ME-91148338,Fournitures de bureau,Meubles,Plaine type,443.69,5,0.1,-191.08
867,FR-20240328-2784,2024-03-28,2024-04-03,Normal,ws-12256,Robert Valentin,Entreprise,Goncalvesboeuf,Poitou-Charentes,France,Centre,FOU-BI-46569558,Fournitures de bureau,Bibliothèques,Côte ciel,19.67,4,0.1,-5.4
868,FR-20240523-7597,2024-05-23,2024-05-28,Normal,Bs-14705,Noël-Timothée Gallet,Petite et moyenne entreprise,Sainte Alphonse,Wallis-et-Futuna,France,Centre,MOB-ST-23002595,Mobilier,Stockage,Vent on,648.81,8,0.1,27.95
869,FR-20251027-2855,2025-10-27,2025-11-02,Premium,Qa-11836,Bertrand Alves,Entreprise,Maillot,Picardie,France,Centre,FOU-PA-57842711,Fournitures de bureau,Papier,Difficile droit,277.9,3,0.1,29.31
870,FR-20250318-3247,2025-03-18,2025-03-24,Normal,Mm-13286,Marie Rodriguez,Entreprise,JoubertBourg,Saint-Martin,France,Nord,FOU-PA-83114972,Fournitures de bureau,Papier,Risquer clef,354.11,9,0.0,97.33
871,FR-20250329-2510,2025-03-29,2025-04-03,Normal,tz-18543,Sylvie Langlois,Petite et moyenne entreprise,RogerVille,Rhone-Alpes,France,Nord,FOU-AR-56882796,Fournitures de bureau,Art,Peine objet,873.1,1,0.1,348.93
872,FR-20240303-8041,2024-03-03,2024-03-08,Silver,uc-15018,Bernard-Martin Chevalier,Entreprise,Daniel,Basse-Normandie,France,Nord,MOB-ST-93115839,Mobilier,Stockage,Erreur crier,502.91,6,0.4,-13.12
873,FR-20250306-8653,2025-03-06,2025-03-13,Premium,uy-14993,Marine Rey,Grand public,DeschampsVille,Lorraine,France,Nord,FOU-ME-85059868,Fournitures de bureau,Meubles,Mine divers,860.44,10,0.1,141.43
874,FR-20251124-3715,2025-11-24,2025-11-30,Premium,QV-18268,Hugues Dumont,Grand public,Saint AurélieVille,Lorraine,France,Centre,MOB-BI-29117091,Mobilier,Bibliothèques,Idée différent,829.37,1,0.0,-194.39
875,FR-20241019-8349,2024-10-19,2024-10-22,Premium,hu-12405,Benoît Bertrand,Grand public,Fleury,Picardie,France,Nord,FOU-BI-18324392,Fournitures de bureau,Bibliothèques,Sous vue,976.03,3,0.1,149.74
876,FR-20250602-1479,2025-06-02,2025-06-08,Premium,dt-14894,Virginie Michel,Petite et moyenne entreprise,Benardboeuf,Lorraine,France,Nord,FOU-ME-90421864,Fournitures de bureau,Meubles,Fin jeune,993.55,3,0.1,200.4
877,FR-20240207-6358,2024-02-07,2024-02-09,Premium,Uw-17806,Mathilde Poirier,Entreprise,Saint Gérard,Languedoc-Roussillon,France,Nord,FOU-ST-70367960,Fournitures de bureau,Stockage,Projet naturel,691.57,4,0.1,-43.0
878,FR-20250503-9969,2025-05-03,2025-05-10,Silver,wm-10859,Maurice-Zacharie Laroche,Entreprise,Paul,Corse,France,Centre,MOB-AR-36234806,Mobilier,Art,Route étrange,899.27,10,0.4,115.62
879,FR-20250610-6465,2025-06-10,2025-06-12,Normal,ez-12638,Madeleine de Pelletier,Petite et moyenne entreprise,Saint Élodie,Réunion,France,Nord,FOU-AR-75823843,Fournitures de bureau,Art,Matière pas,563.45,3,0.0,-18.19
880,FR-20241031-4026,2024-10-31,2024-11-05,Silver,Ah-13505,Antoine Hoarau-Labbé,Grand public,Malletnec,Midi-Pyrénées,France,Nord,MOB-ME-34796412,Mobilier,Meubles,Envoyer caractère,288.54,6,0.4,-3.31
881,FR-20250411-6541,2025-04-11,2025-04-15,Silver,vQ-16208,Josette Colin,Grand public,Maury-sur-Jacquot,Languedoc-Roussillon,France,Nord,MOB-ME-98285369,Mobilier,Meubles,Ce peur,663.59,1,0.4,8.0
882,FR-20250721-8896,2025-07-21,2025-07-27,Silver,Qc-18954,Pierre Guillot,Entreprise,Buisson,Haute-Normandie,France,Nord,FOU-ST-42991897,Fournitures de bureau,Stockage,Livre puisque,795.84,8,0.0,-320.66
883,FR-20250510-6624,2025-05-10,2025-05-15,Silver,EK-19511,Maggie de Hamon,Entreprise,Morin,Saint-Pierre-et-Miquelon,France,Nord,MOB-AR-17092991,Mobilier,Art,Caresser fatigue,143.21,9,0.1,59.74
884,FR-20240309-9159,2024-03-09,2024-03-13,Normal,ee-11156,Patricia Lemaître-Girard,Petite et moyenne entreprise,Meunier,Lorraine,France,Centre,MOB-PA-55499203,Mobilier,Papier,Quelque espace,550.04,2,0.1,-157.9
885,FR-20251111-5441,2025-11-11,2025-11-14,Premium,uo-13898,Marguerite Guillet,Grand public,Saint MatthieuVille,Nord-Pas-de-Calais,France,Centre,FOU-BI-60085737,Fournitures de bureau,Bibliothèques,Dos rapporter,790.13,10,0.4,49.87
886,FR-20241028-6720,2024-10-28,2024-11-01,Normal,gf-14386,Édouard du Roux,Grand public,Dijoux,Lorraine,France,Centre,FOU-ST-50396947,Fournitures de bureau,Stockage,Remettre puis,529.91,2,0.1,77.36
887,FR-20241017-6999,2024-10-17,2024-10-23,Normal,ZN-12118,Édith Olivier,Grand public,Sainte Sylvie,Rhone-Alpes,France,Centre,FOU-BI-80169520,Fournitures de bureau,Bibliothèques,Changer solitude,837.15,4,0.1,132.81
